Fecha,Tienda,SKU,Producto,Categoría,Precio (€),Coste_unitario (€),Margen_unitario (€),Unidades_vendidas,Tipo_cliente,Canal_venta,Método_pago,Campaña,Temporada,Stock_inicial,Stock_final,Reposición_necesaria,Región
2024-05-16,París Marais,GG-SN738,Stardan,Sneakers,1025.91,644.63,381.28,0,Regular,Físico,Online,,Verano,21,21,False,Europa
2024-09-06,Milán Centro,GG-SN436,Super-Star,Sneakers,630.16,304.86,325.3,5,Regular,Físico,Tarjeta,Navidad Exclusiva,Invierno,12,7,True,Europa
2024-04-18,Madrid Serrano,GG-AC560,Gorra Logo,Accesorios,1321.35,570.77,750.58,2,Regular,Físico,Online,,Primavera,12,10,False,Europa
2024-09-09,NY Soho,GG-SN438,Running Sole,Sneakers,710.84,399.92,310.92,1,VIP,Físico,Online,Colección Primavera,Verano,22,21,False,EE.UU.
2024-11-05,Madrid Serrano,GG-AC399,Cinturón Star,Accesorios,1339.46,822.51,516.95,1,Regular,Físico,Online,Colección Primavera,Otoño,23,22,False,Europa
2024-11-15,París Marais,GG-AC954,Gorra Logo,Accesorios,1477.08,849.04,628.04,2,VIP,Físico,Online,Edición Limitada,Invierno,28,26,False,Europa
2024-01-27,Milán Centro,GG-CH736,Denim Glow,Chaquetas,1462.72,725.31,737.41,4,Regular,Físico,Online,Colaboración GGxArt,Verano,10,6,True,Europa
2024-08-08,Milán Centro,GG-CH533,Leather Biker,Chaquetas,1072.05,620.84,451.21,4,Regular,Físico,Tarjeta,Navidad Exclusiva,Primavera,27,23,False,Europa
2024-12-07,Madrid Serrano,GG-CH985,Leather Biker,Chaquetas,1524.63,818.37,706.26,0,Turista,Físico,Tarjeta,Colaboración GGxArt,Primavera,15,15,False,Europa
2024-05-21,Tokio Ginza,GG-SN416,Super-Star,Sneakers,1646.01,941.02,704.99,0,Regular,Físico,Online,,Primavera,20,20,False,Asia
2024-06-28,NY Soho,GG-AC980,Cinturón Star,Accesorios,1849.93,1063.32,786.61,2,Regular,Físico,Online,Colaboración GGxArt,Primavera,28,26,False,EE.UU.
2024-02-03,Milán Centro,GG-SN316,Running Sole,Sneakers,1614.1,675.86,938.24,0,Regular,Físico,Online,,Verano,5,5,True,Europa
2024-05-31,Milán Centro,GG-SN269,Super-Star,Sneakers,669.75,378.69,291.06,0,VIP,Físico,Online,Colaboración GGxArt,Verano,15,15,False,Europa
2024-05-04,NY Soho,GG-BO896,Star Bag,Bolsos,1888.35,1148.38,739.97,0,VIP,Físico,Online,Navidad Exclusiva,Primavera,7,7,True,EE.UU.
2024-03-10,Tokio Ginza,GG-BO186,Mini Clutch,Bolsos,1978.03,919.83,1058.2,1,Regular,Físico,Online,Colección Primavera,Verano,11,10,False,Asia
2024-03-22,Madrid Serrano,GG-SN998,Ball Star,Sneakers,732.26,441.33,290.93,2,Regular,Físico,Tarjeta,Colaboración GGxArt,Verano,15,13,False,Europa
2024-01-27,Milán Centro,GG-BO613,Tote GG,Bolsos,1503.71,847.31,656.4,1,VIP,Físico,Tarjeta,Navidad Exclusiva,Otoño,15,14,False,Europa
2024-12-02,Madrid Serrano,GG-CH234,Leather Biker,Chaquetas,1615.03,667.49,947.54,0,Regular,Físico,Online,Navidad Exclusiva,Invierno,24,24,False,Europa
2024-12-30,GoldenGoose.com,GG-BO665,Tote GG,Bolsos,462.65,276.7,185.95,1,Regular,Online,Online,Colección Primavera,Primavera,22,21,False,Global
2024-10-31,Madrid Serrano,GG-AC920,Cinturón Star,Accesorios,513.01,232.86,280.15,1,VIP,Físico,Online,Colaboración GGxArt,Otoño,21,20,False,Europa
2024-05-07,Madrid Serrano,GG-SN370,Running Sole,Sneakers,1173.82,513.44,660.38,1,Regular,Físico,Tarjeta,Colaboración GGxArt,Otoño,27,26,False,Europa
2024-03-23,Madrid Serrano,GG-BO554,Tote GG,Bolsos,1296.24,534.64,761.6,3,Regular,Físico,Tarjeta,Navidad Exclusiva,Primavera,23,20,False,Europa
2024-08-09,NY Soho,GG-BO818,Tote GG,Bolsos,1227.25,602.3,624.95,2,VIP,Físico,Online,Edición Limitada,Primavera,9,7,True,EE.UU.
2024-02-12,Tokio Ginza,GG-AC938,Cinturón Star,Accesorios,1447.25,579.77,867.48,0,VIP,Físico,Tarjeta,,Otoño,11,11,False,Asia
2024-09-22,GoldenGoose.com,GG-BO259,Star Bag,Bolsos,522.37,316.78,205.59,2,Turista,Online,Tarjeta,,Invierno,28,26,False,Global
2024-03-07,Tokio Ginza,GG-AC365,Gorra Logo,Accesorios,1891.39,898.28,993.11,2,Regular,Físico,Tarjeta,Navidad Exclusiva,Invierno,18,16,False,Asia
2024-12-31,NY Soho,GG-SN133,Running Sole,Sneakers,871.75,370.88,500.87,2,Regular,Físico,Online,Edición Limitada,Invierno,10,8,True,EE.UU.
2024-08-21,Tokio Ginza,GG-AC386,Cinturón Star,Accesorios,1996.19,1157.6,838.59,4,Turista,Físico,Online,Colección Primavera,Otoño,15,11,False,Asia
2024-02-25,NY Soho,GG-CH703,Denim Glow,Chaquetas,1867.87,970.5,897.37,0,VIP,Físico,Tarjeta,,Otoño,8,8,True,EE.UU.
2024-07-23,Tokio Ginza,GG-AC112,Gorra Logo,Accesorios,1272.93,826.02,446.91,2,Turista,Físico,Tarjeta,Colaboración GGxArt,Invierno,21,19,False,Asia
2024-02-19,Madrid Serrano,GG-CH318,Leather Biker,Chaquetas,615.21,356.29,258.92,4,VIP,Físico,Tarjeta,,Verano,31,27,False,Europa
2024-03-17,GoldenGoose.com,GG-BO518,Tote GG,Bolsos,990.59,460.11,530.48,1,VIP,Online,Online,Navidad Exclusiva,Verano,15,14,False,Global
2024-12-17,Tokio Ginza,GG-CH619,Denim Glow,Chaquetas,1865.75,945.1,920.65,1,Regular,Físico,Tarjeta,,Verano,25,24,False,Asia
2024-03-25,Tokio Ginza,GG-SN606,Ball Star,Sneakers,1869.28,1069.52,799.76,3,VIP,Físico,Tarjeta,Navidad Exclusiva,Primavera,12,9,True,Asia
2024-07-11,Milán Centro,GG-BO204,Star Bag,Bolsos,1998.27,884.13,1114.14,3,Regular,Físico,Tarjeta,Edición Limitada,Primavera,24,21,False,Europa
2024-12-03,Tokio Ginza,GG-BO361,Mini Clutch,Bolsos,1331.24,558.36,772.88,0,Regular,Físico,Tarjeta,Navidad Exclusiva,Verano,21,21,False,Asia
2024-01-31,París Marais,GG-CH638,Denim Glow,Chaquetas,1482.14,903.35,578.79,1,Turista,Físico,Online,,Verano,22,21,False,Europa
2024-02-26,París Marais,GG-AC596,Bufanda Lux,Accesorios,1015.66,604.46,411.2,0,Regular,Físico,Tarjeta,Edición Limitada,Verano,29,29,False,Europa
2024-12-11,Tokio Ginza,GG-AC408,Bufanda Lux,Accesorios,1758.91,711.79,1047.12,1,VIP,Físico,Tarjeta,,Otoño,19,18,False,Asia
2024-08-08,NY Soho,GG-SN100,Stardan,Sneakers,1725.9,845.63,880.27,0,Regular,Físico,Tarjeta,,Otoño,29,29,False,EE.UU.
2024-06-07,Milán Centro,GG-CH565,Leather Biker,Chaquetas,516.52,314.49,202.03,3,VIP,Físico,Tarjeta,Colaboración GGxArt,Verano,18,15,False,Europa
2024-12-03,París Marais,GG-SN557,Super-Star,Sneakers,1894.68,957.46,937.22,0,Regular,Físico,Online,,Verano,12,12,False,Europa
2024-12-21,NY Soho,GG-BO936,Star Bag,Bolsos,1949.04,881.94,1067.1,1,Regular,Físico,Tarjeta,,Otoño,6,5,True,EE.UU.
2024-12-25,Milán Centro,GG-CH959,Leather Biker,Chaquetas,1742.77,828.74,914.03,1,Turista,Físico,Tarjeta,Colección Primavera,Invierno,9,8,True,Europa
2024-05-26,GoldenGoose.com,GG-AC825,Gorra Logo,Accesorios,1213.78,488.82,724.96,2,Regular,Online,Tarjeta,Edición Limitada,Invierno,22,20,False,Global
2024-12-12,Milán Centro,GG-CH742,Bomber Star,Chaquetas,1931.62,1089.71,841.91,1,Regular,Físico,Online,Navidad Exclusiva,Verano,11,10,False,Europa
2024-07-06,Tokio Ginza,GG-AC525,Cinturón Star,Accesorios,741.22,396.14,345.08,1,Regular,Físico,Tarjeta,,Otoño,19,18,False,Asia
2024-11-25,GoldenGoose.com,GG-SN617,Stardan,Sneakers,1675.9,793.2,882.7,4,VIP,Online,Online,Navidad Exclusiva,Otoño,30,26,False,Global
2024-11-03,París Marais,GG-SN848,Stardan,Sneakers,980.36,493.37,486.99,2,Turista,Físico,Tarjeta,Colección Primavera,Otoño,27,25,False,Europa
2024-10-29,Milán Centro,GG-CH198,Bomber Star,Chaquetas,894.82,458.9,435.92,1,Regular,Físico,Online,,Otoño,12,11,False,Europa
2024-10-25,Tokio Ginza,GG-CH755,Leather Biker,Chaquetas,659.63,297.62,362.01,1,VIP,Físico,Online,Navidad Exclusiva,Primavera,22,21,False,Asia
2024-10-20,Tokio Ginza,GG-BO434,Mini Clutch,Bolsos,1767.18,908.21,858.97,0,Regular,Físico,Tarjeta,Colección Primavera,Invierno,21,21,False,Asia
2024-09-19,Tokio Ginza,GG-BO549,Tote GG,Bolsos,901.26,518.52,382.74,1,Turista,Físico,Tarjeta,Colaboración GGxArt,Verano,9,8,True,Asia
2024-08-29,GoldenGoose.com,GG-SN449,Super-Star,Sneakers,637.94,360.13,277.81,2,Regular,Online,Tarjeta,Colaboración GGxArt,Invierno,32,30,False,Global
2024-10-06,Milán Centro,GG-BO293,Mini Clutch,Bolsos,1307.09,707.82,599.27,3,Turista,Físico,Tarjeta,Colaboración GGxArt,Invierno,13,10,False,Europa
2024-09-16,Madrid Serrano,GG-AC206,Gorra Logo,Accesorios,867.83,411.42,456.41,1,Turista,Físico,Online,Edición Limitada,Invierno,16,15,False,Europa
2024-01-16,GoldenGoose.com,GG-AC805,Cinturón Star,Accesorios,1084.37,486.93,597.44,1,Regular,Online,Tarjeta,Navidad Exclusiva,Otoño,10,9,True,Global
2024-02-04,Tokio Ginza,GG-CH341,Leather Biker,Chaquetas,1353.79,658.33,695.46,3,Regular,Físico,Tarjeta,Navidad Exclusiva,Invierno,8,5,True,Asia
2024-12-04,París Marais,GG-CH529,Bomber Star,Chaquetas,695.6,374.04,321.56,3,Regular,Físico,Online,Colaboración GGxArt,Otoño,22,19,False,Europa
2024-09-19,Madrid Serrano,GG-BO679,Tote GG,Bolsos,1542.6,684.56,858.04,5,Regular,Físico,Online,Edición Limitada,Invierno,10,5,True,Europa
2024-12-22,NY Soho,GG-BO709,Tote GG,Bolsos,1480.8,742.2,738.6,1,Regular,Físico,Online,Navidad Exclusiva,Invierno,14,13,False,EE.UU.
2024-01-26,Milán Centro,GG-CH678,Bomber Star,Chaquetas,1298.0,665.5,632.5,4,Turista,Físico,Tarjeta,Edición Limitada,Primavera,26,22,False,Europa
2024-01-23,París Marais,GG-SN887,Super-Star,Sneakers,805.96,381.6,424.36,1,VIP,Físico,Online,Edición Limitada,Invierno,8,7,True,Europa
2024-03-29,NY Soho,GG-AC270,Bufanda Lux,Accesorios,1576.67,795.42,781.25,0,Regular,Físico,Tarjeta,Navidad Exclusiva,Primavera,21,21,False,EE.UU.
2024-06-23,NY Soho,GG-AC850,Bufanda Lux,Accesorios,995.42,418.66,576.76,0,Turista,Físico,Tarjeta,,Otoño,26,26,False,EE.UU.
2024-09-05,Madrid Serrano,GG-AC590,Cinturón Star,Accesorios,1889.53,904.4,985.13,0,Turista,Físico,Online,Navidad Exclusiva,Invierno,19,19,False,Europa
2024-01-23,Tokio Ginza,GG-SN650,Super-Star,Sneakers,1004.34,403.36,600.98,1,Turista,Físico,Tarjeta,Navidad Exclusiva,Invierno,26,25,False,Asia
2024-04-14,NY Soho,GG-AC764,Bufanda Lux,Accesorios,703.34,327.06,376.28,1,VIP,Físico,Online,Colección Primavera,Otoño,29,28,False,EE.UU.
2024-12-22,NY Soho,GG-AC364,Gorra Logo,Accesorios,467.58,284.19,183.39,0,VIP,Físico,Online,Edición Limitada,Primavera,12,12,False,EE.UU.
2024-06-08,Tokio Ginza,GG-SN721,Ball Star,Sneakers,1813.91,876.72,937.19,1,Regular,Físico,Online,Edición Limitada,Primavera,18,17,False,Asia
2024-07-16,Madrid Serrano,GG-AC230,Gorra Logo,Accesorios,808.05,358.47,449.58,2,Regular,Físico,Tarjeta,,Primavera,10,8,True,Europa
2024-11-01,París Marais,GG-AC236,Gorra Logo,Accesorios,1576.85,818.18,758.67,1,Regular,Físico,Online,Colaboración GGxArt,Invierno,27,26,False,Europa
2024-12-20,Milán Centro,GG-BO579,Tote GG,Bolsos,1008.04,613.54,394.5,2,Turista,Físico,Tarjeta,Edición Limitada,Invierno,10,8,True,Europa
2024-10-01,NY Soho,GG-SN942,Stardan,Sneakers,1916.75,1089.88,826.87,2,VIP,Físico,Online,Edición Limitada,Invierno,18,16,False,EE.UU.
2024-08-31,GoldenGoose.com,GG-BO327,Mini Clutch,Bolsos,568.44,304.52,263.92,1,Regular,Online,Tarjeta,,Verano,27,26,False,Global
2024-10-07,GoldenGoose.com,GG-CH799,Leather Biker,Chaquetas,970.47,472.29,498.18,1,Turista,Online,Online,Navidad Exclusiva,Verano,13,12,False,Global
2024-07-09,GoldenGoose.com,GG-CH261,Leather Biker,Chaquetas,1102.53,699.87,402.66,1,Turista,Online,Online,Colección Primavera,Verano,6,5,True,Global
2024-10-24,GoldenGoose.com,GG-BO879,Mini Clutch,Bolsos,1125.25,450.16,675.09,0,Turista,Online,Online,Edición Limitada,Verano,16,16,False,Global
2024-08-11,Milán Centro,GG-BO667,Star Bag,Bolsos,1716.94,802.4,914.54,4,Turista,Físico,Online,Colección Primavera,Otoño,19,15,False,Europa
2024-07-29,Milán Centro,GG-BO676,Star Bag,Bolsos,1399.62,802.2,597.42,0,VIP,Físico,Tarjeta,Edición Limitada,Invierno,25,25,False,Europa
2024-05-08,Tokio Ginza,GG-AC340,Gorra Logo,Accesorios,1449.7,814.31,635.39,0,VIP,Físico,Online,Colección Primavera,Invierno,10,10,False,Asia
2024-11-04,Madrid Serrano,GG-CH944,Denim Glow,Chaquetas,1571.17,792.86,778.31,0,Turista,Físico,Tarjeta,Colaboración GGxArt,Otoño,16,16,False,Europa
2024-10-24,París Marais,GG-CH320,Bomber Star,Chaquetas,895.78,522.07,373.71,0,Regular,Físico,Tarjeta,Colaboración GGxArt,Primavera,11,11,False,Europa
2024-02-26,París Marais,GG-CH497,Leather Biker,Chaquetas,1168.37,515.76,652.61,0,VIP,Físico,Online,Navidad Exclusiva,Primavera,16,16,False,Europa
2024-01-17,París Marais,GG-AC999,Bufanda Lux,Accesorios,784.39,315.48,468.91,1,Regular,Físico,Tarjeta,Edición Limitada,Invierno,7,6,True,Europa
2024-06-26,Milán Centro,GG-BO360,Tote GG,Bolsos,1517.49,790.32,727.17,0,Regular,Físico,Online,Navidad Exclusiva,Primavera,20,20,False,Europa
2024-08-15,Tokio Ginza,GG-SN770,Ball Star,Sneakers,1719.71,995.98,723.73,1,VIP,Físico,Online,Edición Limitada,Primavera,25,24,False,Asia
2024-01-12,Milán Centro,GG-CH176,Denim Glow,Chaquetas,1813.88,1059.02,754.86,3,Turista,Físico,Online,Edición Limitada,Primavera,10,7,True,Europa
2024-06-22,Madrid Serrano,GG-AC526,Cinturón Star,Accesorios,1047.49,544.22,503.27,2,Regular,Físico,Tarjeta,,Verano,30,28,False,Europa
2024-08-11,Tokio Ginza,GG-AC318,Cinturón Star,Accesorios,1635.32,799.72,835.6,1,Regular,Físico,Online,Navidad Exclusiva,Invierno,27,26,False,Asia
2024-06-26,París Marais,GG-BO462,Tote GG,Bolsos,1298.81,536.98,761.83,0,Regular,Físico,Online,Navidad Exclusiva,Invierno,19,19,False,Europa
2024-04-18,Tokio Ginza,GG-AC170,Bufanda Lux,Accesorios,1727.43,1029.85,697.58,0,VIP,Físico,Tarjeta,Navidad Exclusiva,Verano,9,9,True,Asia
2024-07-06,París Marais,GG-SN842,Stardan,Sneakers,1384.08,727.15,656.93,3,Regular,Físico,Online,Edición Limitada,Otoño,18,15,False,Europa
2024-06-28,París Marais,GG-SN695,Ball Star,Sneakers,539.9,272.84,267.06,3,Regular,Físico,Online,Colaboración GGxArt,Otoño,9,6,True,Europa
2024-10-08,Tokio Ginza,GG-SN967,Super-Star,Sneakers,1921.96,993.43,928.53,0,VIP,Físico,Tarjeta,Navidad Exclusiva,Verano,26,26,False,Asia
2024-09-11,Tokio Ginza,GG-SN609,Stardan,Sneakers,1733.9,730.19,1003.71,0,Regular,Físico,Online,Edición Limitada,Otoño,6,6,True,Asia
2024-11-25,Tokio Ginza,GG-BO198,Tote GG,Bolsos,1268.51,727.82,540.69,4,Regular,Físico,Online,Colección Primavera,Verano,21,17,False,Asia
2024-06-22,GoldenGoose.com,GG-BO515,Tote GG,Bolsos,1880.06,945.35,934.71,0,VIP,Online,Online,Colección Primavera,Invierno,21,21,False,Global
2024-07-18,GoldenGoose.com,GG-BO445,Star Bag,Bolsos,1102.3,624.8,477.5,1,Regular,Online,Online,,Invierno,23,22,False,Global
2024-12-17,Tokio Ginza,GG-SN970,Stardan,Sneakers,1444.53,848.01,596.52,3,Regular,Físico,Tarjeta,Edición Limitada,Primavera,27,24,False,Asia
2024-04-07,Tokio Ginza,GG-AC538,Cinturón Star,Accesorios,1203.37,591.61,611.76,1,Regular,Físico,Online,,Otoño,25,24,False,Asia
2024-10-12,Madrid Serrano,GG-BO394,Star Bag,Bolsos,916.38,477.57,438.81,0,Regular,Físico,Online,Colección Primavera,Otoño,11,11,False,Europa
2024-03-20,Madrid Serrano,GG-BO590,Tote GG,Bolsos,1402.61,739.55,663.06,0,VIP,Físico,Tarjeta,Colección Primavera,Primavera,30,30,False,Europa
2024-10-04,NY Soho,GG-BO509,Tote GG,Bolsos,1063.15,532.73,530.42,0,VIP,Físico,Tarjeta,Edición Limitada,Otoño,25,25,False,EE.UU.
2024-05-26,NY Soho,GG-SN868,Running Sole,Sneakers,494.54,225.32,269.22,2,VIP,Físico,Tarjeta,Colaboración GGxArt,Primavera,29,27,False,EE.UU.
2024-09-26,NY Soho,GG-SN448,Stardan,Sneakers,1405.58,704.34,701.24,2,Turista,Físico,Online,Navidad Exclusiva,Otoño,28,26,False,EE.UU.
2024-07-15,GoldenGoose.com,GG-SN178,Stardan,Sneakers,1761.08,803.14,957.94,1,Regular,Online,Tarjeta,,Primavera,25,24,False,Global
2024-04-14,Madrid Serrano,GG-SN559,Running Sole,Sneakers,919.02,456.42,462.6,1,Turista,Físico,Tarjeta,Navidad Exclusiva,Primavera,15,14,False,Europa
2024-11-14,Tokio Ginza,GG-CH138,Leather Biker,Chaquetas,1098.66,444.93,653.73,2,VIP,Físico,Tarjeta,,Verano,14,12,False,Asia
2024-12-04,GoldenGoose.com,GG-CH256,Leather Biker,Chaquetas,1955.95,863.82,1092.13,1,Regular,Online,Online,Colección Primavera,Invierno,25,24,False,Global
2024-06-20,Madrid Serrano,GG-AC444,Cinturón Star,Accesorios,1121.62,473.92,647.7,1,Regular,Físico,Online,Colección Primavera,Primavera,10,9,True,Europa
2024-07-25,Madrid Serrano,GG-SN383,Stardan,Sneakers,472.09,284.68,187.41,3,VIP,Físico,Tarjeta,Colección Primavera,Invierno,17,14,False,Europa
2024-07-04,Madrid Serrano,GG-BO267,Tote GG,Bolsos,1774.88,1147.68,627.2,1,Regular,Físico,Tarjeta,,Verano,13,12,False,Europa
2024-10-05,Tokio Ginza,GG-CH852,Bomber Star,Chaquetas,1936.5,1067.37,869.13,1,Regular,Físico,Online,Edición Limitada,Otoño,9,8,True,Asia
2024-02-28,NY Soho,GG-BO700,Mini Clutch,Bolsos,1339.18,794.25,544.93,2,Regular,Físico,Tarjeta,Colaboración GGxArt,Invierno,8,6,True,EE.UU.
2024-11-10,Tokio Ginza,GG-CH690,Denim Glow,Chaquetas,1561.42,800.69,760.73,3,Regular,Físico,Tarjeta,Colección Primavera,Primavera,11,8,True,Asia
2024-03-04,NY Soho,GG-AC460,Bufanda Lux,Accesorios,1857.35,926.33,931.02,1,Regular,Físico,Tarjeta,,Otoño,8,7,True,EE.UU.
2024-01-21,GoldenGoose.com,GG-AC334,Gorra Logo,Accesorios,1396.31,585.51,810.8,1,Regular,Online,Tarjeta,Colección Primavera,Verano,16,15,False,Global
2024-09-12,Madrid Serrano,GG-CH208,Bomber Star,Chaquetas,1410.6,826.15,584.45,2,Regular,Físico,Tarjeta,Colección Primavera,Invierno,10,8,True,Europa
2024-07-01,Milán Centro,GG-SN317,Ball Star,Sneakers,974.75,426.11,548.64,3,Regular,Físico,Online,Edición Limitada,Verano,17,14,False,Europa
2024-10-21,Madrid Serrano,GG-CH589,Bomber Star,Chaquetas,1810.01,981.37,828.64,2,Turista,Físico,Online,,Verano,13,11,False,Europa
2024-05-16,Madrid Serrano,GG-BO909,Star Bag,Bolsos,540.96,217.81,323.15,1,Regular,Físico,Online,,Invierno,7,6,True,Europa
2024-09-11,Madrid Serrano,GG-BO358,Mini Clutch,Bolsos,793.95,356.44,437.51,1,Regular,Físico,Tarjeta,,Invierno,15,14,False,Europa
2024-05-06,Madrid Serrano,GG-AC219,Cinturón Star,Accesorios,1828.95,789.59,1039.36,1,Regular,Físico,Tarjeta,Colección Primavera,Invierno,30,29,False,Europa
2024-08-31,Madrid Serrano,GG-SN430,Stardan,Sneakers,1961.23,1000.87,960.36,1,Regular,Físico,Tarjeta,Edición Limitada,Invierno,25,24,False,Europa
2024-04-10,Tokio Ginza,GG-CH298,Denim Glow,Chaquetas,811.18,348.82,462.36,0,VIP,Físico,Tarjeta,Edición Limitada,Verano,29,29,False,Asia
2024-01-06,Madrid Serrano,GG-AC496,Gorra Logo,Accesorios,1688.88,687.12,1001.76,4,Turista,Físico,Tarjeta,Colección Primavera,Otoño,34,30,False,Europa
2024-07-15,GoldenGoose.com,GG-SN491,Ball Star,Sneakers,1876.76,1113.2,763.56,0,VIP,Online,Online,,Verano,26,26,False,Global
2024-04-28,Madrid Serrano,GG-SN241,Stardan,Sneakers,941.4,608.07,333.33,1,Regular,Físico,Tarjeta,Colaboración GGxArt,Verano,15,14,False,Europa
2024-11-27,Madrid Serrano,GG-BO465,Star Bag,Bolsos,603.64,243.66,359.98,2,Regular,Físico,Online,Colaboración GGxArt,Invierno,23,21,False,Europa
2024-09-20,París Marais,GG-CH270,Bomber Star,Chaquetas,1025.93,488.6,537.33,1,VIP,Físico,Online,,Otoño,18,17,False,Europa
2024-02-06,París Marais,GG-SN463,Stardan,Sneakers,1104.71,549.22,555.49,2,VIP,Físico,Tarjeta,,Verano,7,5,True,Europa
2024-12-09,Tokio Ginza,GG-SN991,Super-Star,Sneakers,1289.0,593.14,695.86,2,VIP,Físico,Tarjeta,,Verano,7,5,True,Asia
2024-08-30,Madrid Serrano,GG-SN553,Stardan,Sneakers,929.21,385.25,543.96,1,VIP,Físico,Online,Edición Limitada,Otoño,7,6,True,Europa
2024-02-15,Milán Centro,GG-CH930,Denim Glow,Chaquetas,1398.92,583.33,815.59,3,Turista,Físico,Tarjeta,,Verano,17,14,False,Europa
2024-05-09,NY Soho,GG-SN251,Running Sole,Sneakers,1115.63,703.66,411.97,1,VIP,Físico,Tarjeta,Colaboración GGxArt,Verano,8,7,True,EE.UU.
2024-12-15,París Marais,GG-BO727,Mini Clutch,Bolsos,1842.26,1011.96,830.3,2,Regular,Físico,Tarjeta,Navidad Exclusiva,Otoño,14,12,False,Europa
2024-02-04,NY Soho,GG-SN139,Running Sole,Sneakers,681.56,277.69,403.87,2,Regular,Físico,Tarjeta,,Verano,23,21,False,EE.UU.
2024-04-05,París Marais,GG-BO783,Star Bag,Bolsos,1630.79,720.43,910.36,2,VIP,Físico,Tarjeta,Edición Limitada,Verano,20,18,False,Europa
2024-02-04,Madrid Serrano,GG-SN537,Super-Star,Sneakers,605.36,266.19,339.17,1,Regular,Físico,Online,Colaboración GGxArt,Primavera,15,14,False,Europa
2024-03-28,NY Soho,GG-SN976,Ball Star,Sneakers,962.57,579.88,382.69,0,Turista,Físico,Online,Colección Primavera,Primavera,19,19,False,EE.UU.
2024-05-10,Milán Centro,GG-AC484,Bufanda Lux,Accesorios,1855.49,817.5,1037.99,0,Regular,Físico,Tarjeta,Navidad Exclusiva,Otoño,27,27,False,Europa
2024-11-15,Madrid Serrano,GG-CH858,Leather Biker,Chaquetas,1266.79,748.49,518.3,1,VIP,Físico,Tarjeta,Colaboración GGxArt,Primavera,19,18,False,Europa
2024-06-01,París Marais,GG-CH693,Bomber Star,Chaquetas,577.63,270.43,307.2,6,VIP,Físico,Online,Colaboración GGxArt,Otoño,15,9,True,Europa
2024-02-14,París Marais,GG-AC167,Gorra Logo,Accesorios,1862.18,856.66,1005.52,3,Regular,Físico,Tarjeta,Colaboración GGxArt,Invierno,11,8,True,Europa
2024-07-01,Milán Centro,GG-BO867,Tote GG,Bolsos,1165.51,480.95,684.56,1,Turista,Físico,Online,Colección Primavera,Invierno,9,8,True,Europa
2024-06-06,Tokio Ginza,GG-CH619,Leather Biker,Chaquetas,1598.51,781.04,817.47,2,VIP,Físico,Tarjeta,Edición Limitada,Primavera,13,11,False,Asia
2024-11-12,Tokio Ginza,GG-CH564,Leather Biker,Chaquetas,861.74,367.02,494.72,1,Regular,Físico,Tarjeta,Navidad Exclusiva,Invierno,22,21,False,Asia
2024-07-23,Milán Centro,GG-BO666,Mini Clutch,Bolsos,577.95,326.38,251.57,3,VIP,Físico,Tarjeta,Navidad Exclusiva,Primavera,22,19,False,Europa
2024-12-07,Madrid Serrano,GG-CH607,Leather Biker,Chaquetas,1840.41,1120.2,720.21,1,Regular,Físico,Tarjeta,,Invierno,31,30,False,Europa
2024-11-15,París Marais,GG-CH279,Leather Biker,Chaquetas,1130.4,516.29,614.11,2,Regular,Físico,Online,Colección Primavera,Primavera,32,30,False,Europa
2024-02-28,GoldenGoose.com,GG-AC697,Gorra Logo,Accesorios,1117.48,668.82,448.66,2,Turista,Online,Tarjeta,,Invierno,21,19,False,Global
2024-10-26,París Marais,GG-BO607,Tote GG,Bolsos,1684.46,684.51,999.95,2,Regular,Físico,Tarjeta,Navidad Exclusiva,Verano,12,10,False,Europa
2024-10-16,GoldenGoose.com,GG-CH826,Bomber Star,Chaquetas,1111.41,560.91,550.5,2,Regular,Online,Online,,Otoño,13,11,False,Global
2024-08-23,Milán Centro,GG-SN397,Running Sole,Sneakers,1439.3,646.24,793.06,2,Turista,Físico,Tarjeta,Edición Limitada,Otoño,8,6,True,Europa
2024-12-08,GoldenGoose.com,GG-SN449,Running Sole,Sneakers,1138.05,612.49,525.56,1,Regular,Online,Online,Colección Primavera,Otoño,22,21,False,Global
2024-07-17,París Marais,GG-SN417,Ball Star,Sneakers,1562.35,659.33,903.02,0,Regular,Físico,Tarjeta,Colaboración GGxArt,Otoño,11,11,False,Europa
2024-12-17,NY Soho,GG-CH415,Denim Glow,Chaquetas,1330.39,738.52,591.87,1,Regular,Físico,Online,Edición Limitada,Otoño,28,27,False,EE.UU.
2024-03-27,NY Soho,GG-AC857,Bufanda Lux,Accesorios,535.31,271.71,263.6,5,VIP,Físico,Tarjeta,Navidad Exclusiva,Invierno,10,5,True,EE.UU.
2024-11-22,Tokio Ginza,GG-AC244,Cinturón Star,Accesorios,616.81,256.88,359.93,1,Regular,Físico,Tarjeta,Edición Limitada,Invierno,16,15,False,Asia
2024-01-30,Madrid Serrano,GG-BO930,Tote GG,Bolsos,595.08,266.75,328.33,4,VIP,Físico,Online,Colección Primavera,Invierno,27,23,False,Europa
2024-04-25,Madrid Serrano,GG-SN760,Running Sole,Sneakers,1535.63,705.92,829.71,1,Regular,Físico,Online,Navidad Exclusiva,Verano,25,24,False,Europa
